date,symbol,open,close,low,high,volume
2010-01-04,JNJ,64.709999,64.68,64.410004,64.989998,9506200.0
2010-01-05,JNJ,64.580002,63.93,63.82,64.620003,10673100.0
2010-01-06,JNJ,63.900002,64.449997,63.830002,64.540001,13171500.0
2010-01-07,JNJ,64.25,63.990002,63.740002,64.349998,10901600.0
2010-01-08,JNJ,63.919998,64.209999,63.630001,64.260002,7898000.0
2010-01-11,JNJ,64.75,64.220001,64.010002,64.75,7975700.0
2010-01-12,JNJ,64.129997,64.559998,64.019997,64.720001,10820700.0
2010-01-13,JNJ,64.540001,64.970001,64.540001,65.230003,13023800.0
2010-01-14,JNJ,65.199997,65.099998,64.75,65.269997,7899000.0
2010-01-15,JNJ,65.139999,64.559998,63.98,65.199997,20995000.0
2010-01-19,JNJ,64.139999,65.349998,64.110001,65.75,15181800.0
2010-01-20,JNJ,65.470001,65.150002,64.470001,65.949997,13033000.0
2010-01-21,JNJ,65.07,63.970001,63.799999,65.470001,14473900.0
2010-01-22,JNJ,63.91,63.200001,63.09,64.190002,14017200.0
2010-01-25,JNJ,63.669998,63.220001,63.049999,63.700001,10001700.0
2010-01-26,JNJ,62.639999,62.790001,62.220001,63.009998,15630300.0
2010-01-27,JNJ,62.779999,63.439999,62.700001,63.720001,14982400.0
2010-01-28,JNJ,63.57,63.799999,63.040001,64.07,17096000.0
2010-01-29,JNJ,63.950001,62.860001,62.82,64.269997,17844400.0
2010-02-01,JNJ,63.259998,63.09,62.77,63.259998,10153400.0
2010-02-02,JNJ,63.200001,63.990002,62.630001,64.199997,13609300.0
2010-02-03,JNJ,63.869999,63.630001,63.290001,63.869999,9255900.0
2010-02-04,JNJ,63.490002,62.639999,62.619999,63.619999,18397000.0
2010-02-05,JNJ,62.689999,62.639999,61.889999,63.599998,16775200.0
2010-02-08,JNJ,62.5,62.369999,62.259998,62.98,10081200.0
2010-02-09,JNJ,62.549999,62.759998,62.470001,63.470001,11356400.0
2010-02-10,JNJ,62.790001,62.73,62.209999,63.07,10115800.0
2010-02-11,JNJ,62.619999,62.91,62.259998,63.209999,8353600.0
2010-02-12,JNJ,62.610001,62.720001,62.110001,63.0,12335800.0
2010-02-16,JNJ,63.25,63.610001,62.82,63.709999,10212400.0
2010-02-17,JNJ,63.630001,63.98,63.610001,64.360001,9485500.0
2010-02-18,JNJ,63.98,64.529999,63.950001,64.699997,8260600.0
2010-02-19,JNJ,64.150002,63.810001,63.619999,64.459999,14222300.0
2010-02-22,JNJ,63.810001,63.490002,63.389999,64.099998,9839700.0
2010-02-23,JNJ,63.560001,63.310001,63.23,63.849998,12481400.0
2010-02-24,JNJ,63.549999,63.450001,63.25,63.849998,8519300.0
2010-02-25,JNJ,62.790001,63.279999,62.52,63.349998,10528900.0
2010-02-26,JNJ,63.459999,63.0,63.0,63.59,9357800.0
2010-03-01,JNJ,63.27,63.389999,63.169998,63.459999,9219400.0
2010-03-02,JNJ,63.310001,63.439999,63.02,63.639999,9014000.0
2010-03-03,JNJ,63.59,63.400002,63.220001,63.75,9360400.0
2010-03-04,JNJ,63.529999,63.57,63.369999,63.700001,8067200.0
2010-03-05,JNJ,63.66,64.040001,63.549999,64.07,10633600.0
2010-03-08,JNJ,64.080002,64.199997,64.019997,64.410004,33380500.0
2010-03-09,JNJ,64.550003,64.269997,64.089996,64.550003,8827100.0
2010-03-10,JNJ,64.489998,64.290001,64.150002,64.559998,8436600.0
2010-03-11,JNJ,64.150002,64.220001,63.599998,64.220001,9957800.0
2010-03-12,JNJ,64.260002,64.18,63.849998,64.260002,8223000.0
2010-03-15,JNJ,64.139999,64.57,64.07,64.57,7444700.0
2010-03-16,JNJ,64.699997,64.529999,64.230003,64.720001,8882000.0
2010-03-17,JNJ,64.720001,64.650002,64.480003,64.739998,8060700.0
2010-03-18,JNJ,64.580002,65.059998,64.370003,65.150002,11742100.0
2010-03-19,JNJ,65.110001,65.110001,64.809998,65.489998,23117600.0
2010-03-22,JNJ,65.07,65.099998,64.980003,65.440002,8803800.0
2010-03-23,JNJ,65.18,65.360001,64.870003,65.389999,9453900.0
2010-03-24,JNJ,65.309998,64.75,64.75,65.309998,9312500.0
2010-03-25,JNJ,65.040001,64.57,64.529999,65.25,10496600.0
2010-03-26,JNJ,64.68,64.379997,64.330002,64.720001,9450400.0
2010-03-29,JNJ,64.459999,64.82,64.400002,64.93,7812900.0
2010-03-30,JNJ,64.949997,64.900002,64.559998,64.980003,8311600.0
2010-03-31,JNJ,64.839996,65.199997,64.699997,65.309998,11939100.0
2010-04-01,JNJ,65.370003,65.769997,65.239998,65.769997,10600600.0
2010-04-05,JNJ,65.769997,65.400002,65.379997,65.889999,8617600.0
2010-04-06,JNJ,65.129997,65.309998,65.0,65.449997,8260100.0
2010-04-07,JNJ,65.239998,65.220001,65.080002,65.489998,9409400.0
2010-04-08,JNJ,65.190002,64.93,64.769997,65.190002,8962600.0
2010-04-09,JNJ,64.879997,65.139999,64.779999,65.169998,6972700.0
2010-04-12,JNJ,65.110001,65.110001,64.93,65.209999,8692200.0
2010-04-13,JNJ,65.059998,65.68,64.910004,65.849998,12481600.0
2010-04-14,JNJ,65.43,65.489998,65.18,65.599998,10501900.0
2010-04-15,JNJ,65.290001,65.510002,65.129997,65.540001,8656900.0
2010-04-16,JNJ,65.339996,65.019997,64.889999,65.650002,15742500.0
2010-04-19,JNJ,65.059998,66.029999,65.059998,66.099998,14626300.0
2010-04-20,JNJ,66.029999,65.989998,65.730003,66.199997,11916400.0
2010-04-21,JNJ,65.980003,65.389999,65.07,65.980003,13355700.0
2010-04-22,JNJ,65.18,64.779999,64.330002,65.239998,19583000.0
2010-04-23,JNJ,64.709999,65.040001,64.330002,65.040001,11674900.0
2010-04-26,JNJ,64.989998,64.760002,64.720001,65.199997,9281500.0
2010-04-27,JNJ,64.57,64.279999,64.209999,64.879997,11862200.0
2010-04-28,JNJ,64.43,64.620003,64.25,64.860001,12476600.0
2010-04-29,JNJ,64.849998,65.010002,64.849998,65.339996,7930100.0
2010-04-30,JNJ,65.129997,64.300003,64.300003,65.339996,14255900.0
2010-05-03,JNJ,65.160004,65.330002,64.540001,65.620003,15310500.0
2010-05-04,JNJ,65.07,64.699997,64.410004,65.279999,14895700.0
2010-05-05,JNJ,64.580002,65.139999,64.440002,65.290001,13143700.0
2010-05-06,JNJ,65.040001,63.400002,60.029999,65.099998,24410000.0
2010-05-07,JNJ,63.259998,63.310001,62.09,63.599998,20467100.0
2010-05-10,JNJ,64.910004,64.75,64.0,65.360001,18445400.0
2010-05-11,JNJ,64.230003,64.669998,64.18,65.089996,10879000.0
2010-05-12,JNJ,64.849998,64.900002,64.489998,65.050003,11036800.0
2010-05-13,JNJ,64.839996,64.669998,64.510002,65.160004,12337000.0
2010-05-14,JNJ,64.709999,63.970001,63.41,64.790001,12505100.0
2010-05-17,JNJ,64.059998,63.880001,63.200001,64.239998,10260800.0
2010-05-18,JNJ,63.439999,62.970001,62.849998,63.560001,18480900.0
2010-05-19,JNJ,62.689999,62.220001,62.049999,62.959999,18863200.0
2010-05-20,JNJ,61.82,60.549999,60.549999,61.84,24098700.0
2010-05-21,JNJ,59.779999,60.880001,59.509998,60.959999,21813000.0
2010-05-24,JNJ,60.619999,60.57,60.209999,61.450001,13993300.0
2010-05-25,JNJ,59.709999,60.349998,59.150002,60.41,21179000.0
2010-05-26,JNJ,60.830002,59.66,59.650002,60.830002,18914100.0
2010-05-27,JNJ,59.740002,59.029999,58.709999,59.889999,29926600.0
2010-05-28,JNJ,58.720001,58.299999,58.189999,59.119999,26815900.0
2010-06-01,JNJ,58.209999,58.759998,57.549999,59.41,19508400.0
2010-06-02,JNJ,59.07,59.73,58.689999,59.73,15581800.0
2010-06-03,JNJ,59.889999,59.77,59.549999,60.150002,14254200.0
2010-06-04,JNJ,58.959999,58.009998,57.759998,59.029999,21785400.0
2010-06-07,JNJ,58.169998,58.0,58.0,58.549999,13843300.0
2010-06-08,JNJ,58.150002,58.639999,57.869999,58.709999,14941500.0
