entry_time,exit_time,symbol,entry_price,exit_price,size,pnl,exit_reason,entry_pred,exit_pred
2010-03-31,2010-04-01,MA,253.999996,253.939991,3.9370079360158727,-0.33621653718458355,time_exit,,
2010-04-01,2010-04-05,MA,253.939991,255.580006,3.93793823517935,6.357631946990206,time_exit,,
2010-04-05,2010-04-06,MA,255.580006,258.75,3.912669131090012,12.301897355773606,time_exit,,
2010-04-06,2010-04-07,MA,258.75,255.66,3.864734299516908,-12.040834782608707,time_exit,,
2010-04-07,2010-04-08,MA,255.66,256.879997,3.9114448877415318,4.671473833607159,time_exit,,
2010-04-08,2010-04-09,MA,256.879997,258.880005,3.8928683108011715,7.684989187772295,time_exit,,
2010-04-09,2010-04-12,MA,258.880005,259.570007,3.8627934977056264,2.565068705479949,time_exit,,
2010-04-12,2010-04-13,MA,259.570007,258.500004,3.8525252264603904,-4.221801328533253,time_exit,,
2010-04-13,2010-04-14,MA,258.500004,263.129997,3.8684718937180365,17.809206688832443,time_exit,,
2010-04-14,2010-04-15,MA,263.129997,262.630005,3.800402886030512,-1.9999810226882655,time_exit,,
2010-04-15,2010-04-16,MA,262.630005,259.500008,3.8076380495823394,-12.016703882711356,time_exit,,
2010-04-16,2010-04-19,MA,259.500008,257.299995,3.853564428406492,-8.577044049647798,time_exit,,
2010-04-19,2010-04-20,MA,257.299995,261.389999,3.8865138726489286,15.794267699460953,time_exit,,
2010-04-20,2010-04-21,MA,261.389999,260.59,3.8257010743551825,-3.1602509780797465,time_exit,,
2010-04-21,2010-04-22,MA,260.59,261.599998,3.8374457960781307,3.775424997889608,time_exit,,
2010-04-22,2010-04-23,MA,261.599998,267.220001,3.82262999864396,21.381043741063014,time_exit,,
2010-04-23,2010-04-26,MA,267.220001,265.779991,3.7422348486556585,-5.488316718852303,time_exit,,
2010-04-26,2010-04-27,MA,265.779991,254.850006,3.7625104743118154,-41.22007062826633,stop_loss,,
2010-04-27,2010-04-28,MA,254.850006,252.999992,3.923876697887933,-7.358500902683971,time_exit,,
2010-04-28,2010-04-29,MA,252.999992,255.380001,3.9525692949429025,9.306209780038259,time_exit,,-0.0070451851934194565
2010-04-30,2010-05-03,MA,248.040009,250.739994,4.031607658907963,10.784191676916114,time_exit,-0.029235368594527245,-0.039503004401922226
2010-05-03,2010-05-04,MA,250.739994,251.25,3.988195038403008,1.9337999984159056,time_exit,-0.039503004401922226,-0.00850134901702404
2010-05-05,2010-05-06,MA,237.940006,230.300007,4.202740080623516,-32.205719120222334,stop_loss,-0.012766031548380852,0.06234635040163994
2010-05-06,2010-05-07,MA,230.300007,223.09,4.342162264893028,-31.40388962298204,stop_loss,0.06234635040163994,0.004801148548722267
2010-05-10,2010-05-11,MA,230.310001,223.239994,4.341973842464618,-30.794715681495763,stop_loss,-0.04014569893479347,-0.04183470830321312
2010-05-11,2010-05-12,MA,223.239994,232.619991,4.479484083842074,41.913345513259614,take_profit,-0.04183470830321312,0.033099107444286346
