entry_time,exit_time,symbol,entry_price,exit_price,size,pnl,exit_reason,entry_pred,exit_pred
2010-03-31,2010-04-01,PFE,17.15,17.08,58.30903790087464,-4.181224489795936,time_exit,,
2010-04-01,2010-04-05,PFE,17.08,16.9,58.5480093676815,-10.637587822014035,time_exit,,
2010-04-05,2010-04-06,PFE,16.9,16.959999,59.1715976331361,3.4498816627219675,time_exit,,
2010-04-06,2010-04-07,PFE,16.959999,17.07,58.962267627492196,6.385259810451667,time_exit,,
2010-04-07,2010-04-08,PFE,17.07,17.139999,58.58230814294083,4.000292917398903,time_exit,,
2010-04-08,2010-04-09,PFE,17.139999,17.25,58.343060580108556,6.31715322737186,time_exit,,
2010-04-09,2010-04-12,PFE,17.25,17.290001,57.971014492753625,2.2186666608695758,time_exit,,
2010-04-12,2010-04-13,PFE,17.290001,17.18,57.836896597056295,-6.4614802509265585,time_exit,,
2010-04-13,2010-04-14,PFE,17.18,17.07,58.20721769499418,-6.502153667054682,time_exit,,
2010-04-14,2010-04-15,PFE,17.07,16.99,58.58230814294083,-4.786115992970231,time_exit,,
2010-04-15,2010-04-16,PFE,16.99,16.799999,58.85815185403179,-11.281989399646779,time_exit,,
2010-04-16,2010-04-19,PFE,16.799999,16.790001,59.52381306689364,-0.695059571134469,time_exit,,
2010-04-19,2010-04-20,PFE,16.790001,16.76,59.55925791785241,-1.8866586130637284,time_exit,,
2010-04-20,2010-04-21,PFE,16.76,16.6,59.665871121718375,-9.645584725537,time_exit,,
2010-04-21,2010-04-22,PFE,16.6,16.48,60.24096385542168,-7.328192771084397,time_exit,,
2010-04-22,2010-04-23,PFE,16.48,16.91,60.679611650485434,25.989623786407748,time_exit,,
2010-04-23,2010-04-26,PFE,16.91,16.82,59.13660555884092,-5.421762270845645,time_exit,,
2010-04-26,2010-04-27,PFE,16.82,16.459999,59.45303210463734,-21.501010695600502,stop_loss,,
2010-04-27,2010-04-28,PFE,16.459999,16.530001,60.753345124747575,4.152430379855963,time_exit,,
2010-04-28,2010-04-29,PFE,16.530001,16.860001,60.4960640958219,19.861704781506177,time_exit,,-0.06063351035118103
2010-04-29,2010-04-30,PFE,16.860001,16.719999,59.31197750225519,-8.402965094723248,time_exit,-0.06063351035118103,-0.03318101912736893
2010-04-30,2010-05-03,PFE,16.719999,16.91,59.80861601726172,11.26256048221048,time_exit,-0.03318101912736893,-0.0710611492395401
2010-05-03,2010-05-04,PFE,16.91,17.26,59.13660555884092,20.595742164399848,time_exit,-0.0710611492395401,-0.277986079454422
2010-05-04,2010-05-05,PFE,17.26,17.18,57.93742757821552,-4.734530706836723,time_exit,-0.277986079454422,-0.27090534567832947
2010-05-05,2010-05-06,PFE,17.18,16.74,58.20721769499418,-25.708614668218935,stop_loss,-0.27090534567832947,-0.10563848167657852
2010-05-06,2010-05-07,PFE,16.74,16.459999,59.737156511350065,-16.824790913978415,time_exit,-0.10563848167657852,-0.15633565187454224
2010-05-07,2010-05-10,PFE,16.459999,17.0,60.753345124747575,32.703586433996755,time_exit,-0.15633565187454224,-0.08793410658836365
2010-05-10,2010-05-11,PFE,17.0,17.01,58.8235294117647,0.48817647058832725,time_exit,-0.08793410658836365,-0.1413363665342331
2010-05-11,2010-05-12,PFE,17.01,16.9,58.78894767783656,-6.566137566137741,time_exit,-0.1413363665342331,-0.085349902510643
