entry_time,exit_time,symbol,entry_price,exit_price,size,pnl,exit_reason,entry_pred,exit_pred
2013-04-01,2013-04-02,FB,25.530001,25.42,39.169602852737846,-4.408264613855555,time_exit,,
2013-04-02,2013-04-03,FB,25.42,26.25,39.33910306845004,32.548190401258786,time_exit,,
2013-04-03,2013-04-04,FB,26.25,27.07,38.095238095238095,31.13497142857144,time_exit,,
2013-04-04,2013-04-05,FB,27.07,27.389999,36.941263391207976,11.71998522718874,time_exit,,
2013-04-05,2013-04-08,FB,27.389999,26.85,36.509676396848356,-19.813217225747184,time_exit,,
2013-04-08,2013-04-09,FB,26.85,26.59,37.243947858473,-9.782458100558717,time_exit,,
2013-04-09,2013-04-10,FB,26.59,27.57,37.608123354644604,36.75227529146298,time_exit,,
2013-04-10,2013-04-11,FB,27.57,28.02,36.27130939426913,16.220457018498344,time_exit,,
2013-04-11,2013-04-12,FB,28.02,27.4,35.6887937187723,-22.2248394004283,stop_loss,,
2013-04-12,2013-04-15,FB,27.4,26.52,36.496350364963504,-32.21357664233573,stop_loss,,
2013-04-15,2013-04-16,FB,26.52,26.92,37.70739064856712,14.981447963800987,time_exit,,
2013-04-16,2013-04-17,FB,26.92,26.629999,37.14710252600297,-10.871619609955427,time_exit,,
2013-04-17,2013-04-18,FB,26.629999,25.690001,37.55163490618231,-35.394931862370804,stop_loss,,
2013-04-18,2013-04-19,FB,25.690001,25.73,38.92565048946476,1.4568313952187733,time_exit,,
2013-04-19,2013-04-22,FB,25.73,25.969999,38.8651379712398,9.226661488534821,time_exit,,
2013-04-22,2013-04-23,FB,25.969999,25.98,38.50596990781555,0.2850596952275215,time_exit,,
2013-04-23,2013-04-24,FB,25.98,26.110001,38.49114703618168,4.903387217090071,time_exit,,
2013-04-24,2013-04-25,FB,26.110001,26.139999,38.29950063962081,1.048793529345291,time_exit,,
2013-04-25,2013-04-26,FB,26.139999,26.85,38.255548517809814,27.05876155542324,time_exit,,
2013-04-26,2013-04-29,FB,26.85,26.98,37.243947858473,4.741229050279293,time_exit,,-0.22737185657024384
2013-04-29,2013-04-30,FB,26.98,27.77,37.064492216456635,29.178020756115608,time_exit,-0.22737185657024384,-0.09406358003616333
2013-04-30,2013-05-01,FB,27.77,27.43,36.010082823190494,-12.342203817068775,time_exit,-0.09406358003616333,-0.08940277993679047
2013-05-01,2013-05-02,FB,27.43,28.969999,36.45643456069996,56.03725847976674,take_profit,-0.08940277993679047,-0.16437116265296936
2013-05-02,2013-05-03,FB,28.969999,28.309999,34.51846857157295,-22.879911038312432,stop_loss,-0.16437116265296936,-0.16206508874893188
2013-05-03,2013-05-06,FB,28.309999,27.57,35.32320859495615,-26.236525123155282,stop_loss,-0.16206508874893188,-0.1462702751159668
2013-05-06,2013-05-07,FB,27.57,26.889999,36.27130939426913,-24.76206020674649,stop_loss,-0.1462702751159668,-0.16597707569599152
2013-05-07,2013-05-08,FB,26.889999,27.120001,37.188547310842225,8.452584914562435,time_exit,-0.16597707569599152,-0.19190487265586853
2013-05-08,2013-05-09,FB,27.120001,27.040001,36.87315498255328,-3.0495574133643393,time_exit,-0.19190487265586853,-0.1253814697265625
2013-05-09,2013-05-10,FB,27.040001,26.68,36.9822471530234,-13.412314592739861,time_exit,-0.1253814697265625,-0.12158796936273575
