entry_time,exit_time,symbol,entry_price,exit_price,size,pnl,exit_reason,entry_pred,exit_pred
2010-03-31,2010-04-01,V,91.029999,92.550003,10.985389552734148,16.596166278107944,time_exit,,
2010-04-01,2010-04-05,V,92.550003,92.470001,10.804969936089575,-0.964332762906636,time_exit,,
2010-04-05,2010-04-06,V,92.470001,92.400002,10.814318040290711,-0.8569157493574129,time_exit,,
2010-04-06,2010-04-07,V,92.400002,90.709999,10.822510588257346,-18.38824635415056,time_exit,,
2010-04-07,2010-04-08,V,90.709999,91.489998,11.02414299442336,8.497960629456117,time_exit,,
2010-04-08,2010-04-09,V,91.489998,92.519997,10.930156540171746,11.156924501189776,time_exit,,
2010-04-09,2010-04-12,V,92.519997,93.190002,10.80847419396263,7.141007579150735,time_exit,,
2010-04-12,2010-04-13,V,93.190002,92.790001,10.730764873253248,-4.3918874483982,time_exit,,
2010-04-13,2010-04-14,V,92.790001,94.260002,10.777023269996516,15.740650760419717,time_exit,,
2010-04-14,2010-04-15,V,94.260002,94.449997,10.608953732040023,1.9154465995024712,time_exit,,
2010-04-15,2010-04-16,V,94.449997,93.849998,10.587612829675368,-6.4519218544813395,time_exit,,
2010-04-16,2010-04-19,V,93.849998,93.120003,10.65530123932448,-7.877538796537879,time_exit,,
2010-04-19,2010-04-20,V,93.120003,94.050003,10.738831269152772,9.886114369004119,time_exit,,
2010-04-20,2010-04-21,V,94.050003,93.129997,10.63264187243035,-9.881116109055316,time_exit,,
2010-04-21,2010-04-22,V,93.129997,95.139999,10.737678859798525,21.4805977079544,time_exit,,
2010-04-22,2010-04-23,V,95.139999,96.589996,10.51082626141293,15.139142479915268,time_exit,,
2010-04-23,2010-04-26,V,96.589996,96.0,10.353039045575693,-6.207640799570997,time_exit,,
2010-04-26,2010-04-27,V,96.0,92.949997,10.416666666666666,-31.867687496875035,stop_loss,,
2010-04-27,2010-04-28,V,92.949997,93.610001,10.758472644168025,6.999924915543577,time_exit,,
2010-04-28,2010-04-29,V,93.610001,92.82,10.682619264153198,-8.5384359733102,time_exit,,-0.099687360227108
2010-04-29,2010-04-30,V,92.82,90.230003,10.773540185304892,-28.000646415643146,stop_loss,-0.099687360227108,-0.10857070237398148
2010-04-30,2010-05-03,V,90.230003,89.269997,11.082788061084294,-10.738479081065673,time_exit,-0.10857070237398148,-0.10327272862195969
2010-05-03,2010-05-04,V,89.269997,88.370003,11.201971923444782,-10.18069934851691,time_exit,-0.10327272862195969,-0.05263275280594826
2010-05-04,2010-05-05,V,88.370003,86.43,11.31605710141257,-22.050989406439086,stop_loss,-0.05263275280594826,-0.07982479780912399
2010-05-05,2010-05-06,V,86.43,82.919998,11.570056693277795,-40.706861041305096,stop_loss,-0.07982479780912399,-0.10008250176906586
2010-05-06,2010-05-07,V,82.919998,82.290001,12.059816981664664,-7.69688875414593,time_exit,-0.10008250176906586,-0.17223680019378662
2010-05-07,2010-05-10,V,82.290001,85.989998,12.15214470589203,44.85840266547081,take_profit,-0.17223680019378662,0.001438148319721222
2010-05-11,2010-05-12,V,84.160004,85.68,11.882128712826582,17.958982036170127,time_exit,-0.026199549436569214,-0.1500280797481537
