entry_time,exit_time,symbol,entry_price,exit_price,size,pnl,exit_reason,entry_pred,exit_pred
2010-03-31,2010-04-01,F,12.57,12.63,79.55449482895783,4.6727923627685355,time_exit,,
2010-04-01,2010-04-05,F,12.63,12.77,79.1765637371338,10.983610451306316,time_exit,,
2010-04-05,2010-04-06,F,12.77,12.7,78.30853563038372,-5.58104933437747,time_exit,,
2010-04-06,2010-04-07,F,12.7,12.58,78.74015748031496,-9.54787401574797,time_exit,,
2010-04-07,2010-04-08,F,12.58,12.63,79.4912559618442,3.8741653418124575,time_exit,,
2010-04-08,2010-04-09,F,12.63,12.72,79.1765637371338,7.025178147268397,time_exit,,
2010-04-09,2010-04-12,F,12.72,12.77,78.61635220125785,3.8304245283018026,time_exit,,
2010-04-12,2010-04-13,F,12.77,12.79,78.30853563038372,1.46601409553638,time_exit,,
2010-04-13,2010-04-14,F,12.79,13.35,78.18608287724786,43.67982799061771,take_profit,,
2010-04-14,2010-04-15,F,13.35,13.76,74.90636704119851,30.60853932584271,time_exit,,
2010-04-15,2010-04-16,F,13.76,13.42,72.67441860465117,-24.80683139534883,stop_loss,,
2010-04-16,2010-04-19,F,13.42,13.6,74.51564828614009,13.311475409836046,time_exit,,
2010-04-19,2010-04-20,F,13.6,13.91,73.52941176470588,22.691838235294156,time_exit,,
2010-04-20,2010-04-21,F,13.91,14.13,71.89072609633357,15.71437814521931,time_exit,,
2010-04-21,2010-04-22,F,14.13,14.2,70.77140835102618,4.85350318471327,time_exit,,
2010-04-22,2010-04-23,F,14.2,14.21,70.42253521126761,0.604154929577575,time_exit,,
2010-04-23,2010-04-26,F,14.21,14.46,70.37297677691765,17.49148486980999,time_exit,,
2010-04-26,2010-04-27,F,14.46,13.57,69.15629322268326,-61.642946058091326,stop_loss,,
2010-04-27,2010-04-28,F,13.57,13.25,73.69196757553426,-23.67907148120857,stop_loss,,
2010-04-28,2010-04-29,F,13.25,13.58,75.47169811320755,24.80316981132076,time_exit,,-0.03864678367972374
2010-04-29,2010-04-30,F,13.58,13.02,73.63770250368188,-41.33298969072168,stop_loss,-0.03864678367972374,-0.15069058537483215
2010-04-30,2010-05-03,F,13.02,13.3,76.80491551459293,21.4032258064517,time_exit,-0.15069058537483215,-0.0995287150144577
2010-05-03,2010-05-04,F,13.3,12.85,75.18796992481202,-33.931203007518874,stop_loss,-0.0995287150144577,-0.053547024726867676
2010-05-04,2010-05-05,F,12.85,12.34,77.82101167315176,-39.78474708171205,stop_loss,-0.053547024726867676,-0.12867489457130432
2010-05-05,2010-05-06,F,12.34,11.78,81.03727714748784,-45.47633711507297,stop_loss,-0.12867489457130432,-0.29073432087898254
2010-05-06,2010-05-07,F,11.78,11.51,84.88964346349746,-23.017911714770765,stop_loss,-0.29073432087898254,-0.231173574924469
2010-05-07,2010-05-10,F,11.51,12.15,86.88097306689835,55.49826238053871,take_profit,-0.231173574924469,-0.20428040623664856
2010-05-10,2010-05-11,F,12.15,12.31,82.30452674897118,13.06740740740742,time_exit,-0.20428040623664856,-0.16697418689727783
2010-05-11,2010-05-12,F,12.31,12.68,81.23476848090982,29.953858651502777,time_exit,-0.16697418689727783,-0.16108345985412598
