timestamp,equity
2010-03-31,9999.9
2010-04-01,9999.463783462814
2010-04-05,10005.721415409804
2010-04-06,10017.923312765577
2010-04-07,10005.782477982968
2010-04-08,10010.353951816574
2010-04-09,10017.938941004346
2010-04-12,10020.404009709826
2010-04-13,10016.082208381293
2010-04-14,10033.791415070125
2010-04-15,10031.691434047436
2010-04-16,10019.574730164724
2010-04-19,10010.897686115077
2010-04-20,10026.591953814537
2010-04-21,10023.331702836456
2010-04-22,10027.007127834346
2010-04-23,10048.288171575408
2010-04-26,10042.699854856555
2010-04-27,10001.37978422829
2010-04-28,9993.921283325604
2010-04-29,10003.227493105642
2010-04-30,10003.127493105641
2010-05-03,10013.811684782557
2010-05-04,10015.745484780973
2010-05-05,10015.645484780973
2010-05-06,9983.33976566075
2010-05-07,9951.935876037769
2010-05-10,9951.835876037769
2010-05-11,9920.941160356273
2010-05-12,9962.754505869532
