timestamp,equity
2010-03-31,9999.9
2010-04-01,10004.472792362767
2010-04-05,10015.356402814074
2010-04-06,10009.675353479695
2010-04-07,10000.027479463946
2010-04-08,10003.801644805759
2010-04-09,10010.726822953027
2010-04-12,10014.457247481329
2010-04-13,10015.823261576865
2010-04-14,10059.403089567482
2010-04-15,10089.911628893326
2010-04-16,10065.004797497977
2010-04-19,10078.216272907814
2010-04-20,10100.808111143107
2010-04-21,10116.422489288327
2010-04-22,10121.17599247304
2010-04-23,10121.680147402616
2010-04-26,10139.071632272426
2010-04-27,10077.328686214334
2010-04-28,10053.549614733125
2010-04-29,10078.252784544446
2010-04-30,10036.819794853724
2010-05-03,10058.123020660174
2010-05-04,10024.091817652656
2010-05-05,9984.207070570943
2010-05-06,9938.63073345587
2010-05-07,9915.512821741098
2010-05-10,9970.911084121637
2010-05-11,9983.878491529043
2010-05-12,10013.732350180546
