timestamp,equity
2010-03-31,9999.9
2010-04-01,9995.262034979103
2010-04-05,9998.83394855935
2010-04-06,10000.342011422348
2010-04-07,10001.165101463275
2010-04-08,10020.383943030567
2010-04-09,10034.219972442332
2010-04-12,10033.360842580763
2010-04-13,10037.448045743691
2010-04-14,10049.397864723993
2010-04-15,10050.82005810167
2010-04-16,10044.141891810064
2010-04-19,10056.004624118508
2010-04-20,10066.112871209092
2010-04-21,10064.956302365232
2010-04-22,10066.671176291182
2010-04-23,10052.773915580852
2010-04-26,10057.418457074538
2010-04-27,10048.861819609307
2010-04-28,10050.606519771381
2010-04-29,10053.317907671737
2010-04-30,10038.280714120123
2010-05-03,10048.55772752952
2010-05-04,10024.704811905829
2010-05-05,10015.212710697993
2010-05-06,9985.86989662764
2010-05-07,9959.102470820188
2010-05-10,9984.777303350313
2010-05-11,9982.504186635493
2010-05-12,10001.692899211279
