timestamp,equity
2010-03-31,9999.9
2010-04-01,9997.721852439634
2010-04-05,9997.521852439633
2010-04-06,9998.042576873919
2010-04-07,9993.340956047308
2010-04-08,9994.949783862228
2010-04-09,9989.15263698063
2010-04-12,9988.044792419163
2010-04-13,9982.392793144354
2010-04-14,9980.730914519754
2010-04-15,9971.198062954365
2010-04-16,9970.628619029912
2010-04-19,9975.602708755026
2010-04-20,9977.792633415624
2010-04-21,9976.67564882098
2010-04-22,9976.842805045191
2010-04-23,9977.37675620746
2010-04-26,9968.191811971536
2010-04-27,9967.991811971535
2010-04-28,9959.83553898775
2010-04-29,9961.314162347597
2010-04-30,9959.996918424267
2010-05-03,9961.66106834157
2010-05-04,9966.670781586463
2010-05-05,9980.353139972245
2010-05-06,9952.038369112284
2010-05-07,9936.247255075086
2010-05-10,9939.482025936355
2010-05-11,9936.999960604748
2010-05-12,9937.181184399662
