timestamp,equity
2010-03-31,9999.9
2010-04-01,10008.441457457428
2010-04-05,10002.616430585373
2010-04-06,10001.040360297178
2010-04-07,9999.462500810794
2010-04-08,9994.816441389543
2010-04-09,9997.850354836331
2010-04-12,9997.189885068747
2010-04-13,10005.743409740018
2010-04-14,10002.650854931857
2010-04-15,10002.756275609989
2010-04-16,9995.077173418846
2010-04-19,10010.409333468007
2010-04-20,10009.603593645112
2010-04-21,10000.312231040432
2010-04-22,9990.784520238662
2010-04-23,9994.59773425245
2010-04-26,9990.093137146123
2010-04-27,9982.481849547645
2010-04-28,9987.570741969686
2010-04-29,9993.405405881726
2010-04-30,9982.285117029865
2010-05-03,9998.102161385214
2010-05-04,9988.25970033799
2010-05-05,9994.959669738299
2010-05-06,9994.859669738298
2010-05-07,9993.240237607995
2010-05-10,10015.783168856724
2010-05-11,10014.447740288384
2010-05-12,10014.347740288384
