timestamp,equity
2010-03-31,9999.9
2010-04-01,10010.343249294117
2010-04-05,10015.131552798091
2010-04-06,10034.786214670936
2010-04-07,10041.616393140379
2010-04-08,10043.027349020564
2010-04-09,10039.610512559437
2010-04-12,10043.175601316832
2010-04-13,10043.511453406863
2010-04-14,10082.407704076386
2010-04-15,10086.331003045458
2010-04-16,10031.208364441762
2010-04-19,10029.92205266012
2010-04-20,10041.683989134395
2010-04-21,10023.753361392892
2010-04-22,10037.775133043779
2010-04-23,10031.642555159882
2010-04-26,10010.826006060588
2010-04-27,9978.496253588026
2010-04-28,9996.039299812584
2010-04-29,10025.182605265716
2010-04-30,10025.182605265716
2010-05-03,10025.082605265716
2010-05-04,9997.199879480404
2010-05-05,9995.291735863766
2010-05-06,9923.792538561951
2010-05-07,9917.45058562841
2010-05-10,9986.464862519633
2010-05-11,9978.17324354902
2010-05-12,9972.729012779788
